flag,minTimeBetweenSentTnx,maxTimeBetweenSentTnx,avgTimeBetweenSentTnx,minTimeBetweenRecTnx,maxTimeBetweenRecTnx,avgTimeBetweenRecTnx,lifetime,sentTransactions,receivedTransactions,createdContracts,numUniqSentAddress,numUniqRecAddress,minValSent,maxValSent,avgValSent,minValReceived,maxValReceived,avgValReceived,totalTransactions,totalEtherSent,totalEtherReceived,totalEtherSentContracts,totalEtherBalance,activityDays,dailyMax,ratioRecSent,ratioSentTotal,ratioRecTotal,giniSent,giniRec,txFreq,stdBalanceEth
1,0,0,0,902,1602360413,400601659.5,2,1,4,0,1,4,1.099,1.099,1.099,0.05,0.5,0.2755,5,1.099,1.102,0,0.003,2,4,2,0.1666666667,0.6666666667,0,0.4078945888,2.5,0.4698724933
1,0,0,0,19,1494927,167344.4444,18,0,9,1,0,7,0,0,0,0,0,0,10,0,0,0,0,3,8,9,0,0.8181818182,0,0,0.5555555556,0
1,123,144831,29227.875,266,1600512708,89001954.83,24,16,18,0,7,17,0.0373,1.148887,0.501953,0.00035,1.562868,0.448083,34,8.031246534,8.06549754,0,0.03425100556,23,5,1.058823529,0.4571428571,0.5142857143,0.4810005723,0.5576286157,1.416666667,0.5191359232
1,0,0,0,377,1602532311,145686876,2,1,11,0,1,10,202.709377,202.709377,202.709377,0,136.028502,18.428219,12,202.7093773,202.7104063,0,0.001029,2,11,5.5,0.07692307692,0.8461538462,0,0.7066252691,6,50.97813156
1,0,0,0,512,1602474819,178054783.8,1,1,9,0,1,8,64.249815,64.249815,64.249815,0.012516,10,5.139036,10,64.24981474,46.25132674,0,-17.998488,1,10,4.5,0.09090909091,0.8181818182,0,0.3272943383,10,17.56504317
1,100,427531,47262.33333,0,1518190007,16161795.88,20,15,94,0,5,47,0,10.5,1.9386,0.021448,10.5452,0.309925,109,29.0789984,29.13294211,0,0.05394371,15,54,5.875,0.1363636364,0.8545454545,0.6243076074,0.37934179,5.45,1.89593867
1,0,0,0,1032,1602444643,320495065,1,1,5,0,1,4,22.954542,22.954542,22.954542,0,7.160605,4.591211,6,22.95454178,22.95605378,0,0.001512,1,6,2.5,0.1428571429,0.7142857143,0,0.2631403236,6,8.756916509
1,0,0,0,204,1602518074,267088623.8,2,1,6,0,1,5,60.339249,60.339249,60.339249,0.01,25.965933,10.056713,7,60.33924904,60.34027804,0,0.001029,2,6,3,0.125,0.75,0,0.4189203599,3.5,22.69993819
1,0,0,0,129,7453,3451.666667,1,0,3,1,0,3,0,0,0,0,0,0,4,0,0,0,0,1,4,3,0,0.6,0,0,4,0
1,20,2967,801.454545,0,1602383044,22891459,1,77,70,1,54,69,0,725.57141,27.233395,0.092285,390,14.273265,148,2096.97141,999.1285739,0,-1097.842836,1,147,0.8974358974,0.5167785235,0.4697986577,0.8027534319,0.9532113574,148,248.0653685
1,0,53835,2289.2,629,1602397180,66785731.96,10,140,24,1,14,8,0,68.109302,1.553393,0.38,66.85502,5.235209,165,217.4750393,125.6450196,0,-91.83001974,10,105,0.170212766,0.843373494,0.1445783133,0.8250275653,0.6077092634,16.5,61.40743588
1,242,8357744,421905.0385,4130,1588744918,88881677.89,256,26,18,1,11,16,0,0.71,0.067383,0,0.5,0.102641,45,1.75195715,1.847541188,0,0.0955840382,38,7,0.6666666667,0.5652173913,0.3913043478,0.8545151124,0.5931640452,0.17578125,0.1958002065
1,104,1634730,47944.87413,0,1562488143,9459924.174,828,143,172,0,1,159,0.000075,3.499515,0.270667,0,3.5,0.224942,315,38.70535662,38.69009721,0,-0.01525940523,314,2,1.194444444,0.4525316456,0.5443037975,0.6979144114,0.732190399,0.3804347826,0.3456354935
1,1421,34613,14927.33333,22,1602781702,123292729.3,1,3,13,0,3,12,5,44.085965,20.361743,0.0008,10.157126,3.776108,16,61.08522978,49.08940878,0,-11.995821,1,16,3.25,0.1764705882,0.7647058824,0.426573,0.4071795255,16,18.30449328
1,0,0,0,1418,1602575592,400650842,1,1,4,0,1,4,95.665837,95.665837,95.665837,5.011815,50,23.916716,5,95.66583685,95.66686585,0,0.001029,1,5,2,0.1666666667,0.6666666667,0,0.4293793393,5,34.29374802
1,0,0,0,91,1602450338,228923411,1,1,7,0,1,5,21.956611,21.956611,21.956611,0.001343,10.095,3.136875,8,21.95661144,21.95812344,0,0.001512,1,8,3.5,0.1111111111,0.7777777778,0,0.6107513214,8,6.585101325
1,125,1532,828.5,84508,1602608508,801346508,1,2,2,0,1,2,0,0,0,0.003007,0.010646,0.006826,4,0,0.01365294,0,0.01365294,1,4,0.6666666667,0.4,0.4,0,0.2797502992,4,0.00532297
1,0,11704003,52791.09717,53,1600346757,23374791.23,161,247,69,1,11,55,0,63.4,0.38686,0,5,0.978395,317,95.55437345,67.50923561,0,-28.04513784,27,58,0.2782258065,0.7767295597,0.2169811321,0.9816876,0.3842780476,1.968944099,22.13237353
1,0,0,0,87,1602801619,320562839.8,25,1,5,0,1,4,16.974833,16.974833,16.974833,0,5.21603,3.395206,6,16.97483259,16.97602959,0,0.001197,2,5,2.5,0.1428571429,0.7142857143,0,0.2872770398,0.24,5.480516848
1,20,9852439,666320.625,1151,1602491524,534411543.3,124,16,3,0,9,3,0,23,5.373134,0,63.4,21.15,19,85.97013865,63.45,0,-22.52013865,10,9,0.1764705882,0.8,0.15,0.5975543546,0.6661413155,0.1532258065,24.09324735
1,0,131914,243.42561,0,1601334096,1548436.131,18,820,1035,1,6,597,0,50.468143,0.319979,0,40,0.258973,1856,262.3831423,268.0367572,0,5.653614866,5,1596,1.260657734,0.4415724286,0.5573505654,0.9911406215,0.6351259414,103.1111111,11.9504588
1,176,1114797,416386.2,0,0,0,25,5,1,0,2,1,0,0.006305,0.001261,0.013941,0.013941,0.013941,6,0.006304608,0.013941012,0,0.007636404,5,2,0.1666666667,0.7142857143,0.1428571429,0.7999365594,0,0.24,0.002349588677
1,0,776714,25963.57447,0,1602594085,133555725.4,15,47,12,2,15,11,0,73,8.909884,0,50,9.291035,61,418.7645335,111.4924185,0,-307.2721151,11,14,0.25,0.7580645161,0.1935483871,0.7162297912,0.7388482622,4.066666667,111.8140745
1,0,1401511,26956.69565,63,1602181078,536789632.7,124,92,3,4,12,2,0,190,19.40742,0.307813,75,31.769271,99,1785.48265,95.3078131,0,-1690.174837,14,32,0.03225806452,0.92,0.03,0.7893190428,0.5224628443,0.7983870968,495.9172302
1,0,176880,3364.058824,0,1602429883,123271960.8,8,153,13,0,16,10,0,45.408652,0.73932,0,1.45,0.277651,166,113.1160193,3.609464416,0,-109.5065549,8,92,0.08441558442,0.9161676647,0.07784431138,0.9807378228,0.7067573497,20.75,17.07279258
1,143,746229,68054.18182,161900,1518110284,152739223.5,117,11,10,0,1,2,0.023799,5.984426,1.722324,0.485326,5.985476,1.895594,21,18.94556172,18.95593828,0,0.01037656,20,2,0.8333333333,0.5,0.4545454545,0.4505051324,0.3960621703,0.1794871795,1.449165138
1,0,26736279,675530.125,1695,1602165842,123260042.1,316,40,13,0,2,1,0,0.002509,0.000063,0.005561,0.020798,0.010228,53,0.002509326161,0.1329691152,0,0.130459789,7,15,0.3170731707,0.7407407407,0.2407407407,0.9734482714,0.180050895,0.167721519,0.03506278691
1,0,0,0,1617,1602712765,534250575.3,19,1,3,0,1,3,8.2656,8.2656,8.2656,0.650891,5.615435,2.755442,4,8.2656,8.26632677,0,0.00072677,2,3,1.5,0.2,0.6,0,0.4003829164,0.2105263158,3.549019002
1,0,0,0,580,1602366938,400595440.3,1,1,4,0,1,4,14.733966,14.733966,14.733966,2.995,5.739832,3.683708,5,14.7339659,14.73483215,0,0.0008662500324,1,5,2,0.1666666667,0.6666666667,0,0.1397114021,5,5.075559743
1,0,0,0,0,0,0,1,1,0,0,1,0,39.968824,39.968824,39.968824,0,0,0,1,39.968824,0,0,-39.968824,1,1,0,0.5,0,0,0,1,0
1,68726,1971382,949727,493,1602362472,400591400,34,3,4,0,3,4,1,27.723691,12.032529,3,20,9.024733,7,36.09758833,36.09893275,0,0.001344420065,3,5,1,0.375,0.5,0.4935452604,0.4023590705,0.2058823529,12.61255791
1,2,2771,1122,0,1602727221,10208485.49,1,40,157,2,6,157,0,565.386434,46.259661,0.08716,341.583772,2.583397,199,1850.386434,405.5933158,0,-1444.793118,1,197,3.829268293,0.2,0.785,0.8883964665,0.956051884,199,374.1542725
1,0,0,0,0,1050847,25064.65385,16,0,52,1,0,26,0,0,0,0,0,0,53,0,0,0,0,3,51,52,0,0.962962963,0,0,3.3125,0
1,96,8448903,3071880.2,336,1603195176,534399264.3,178,5,3,0,5,3,0,0.365747,0.083749,0.00217,0.004407,0.003257,8,0.4187471981,0.009771019,0,-0.4089761791,4,5,0.5,0.5555555556,0.3333333333,0.7398196095,0.1526248401,0.04494382022,0.1347536122
1,0,0,0,0,0,0,1,1,1,0,1,1,0.052976,0.052976,0.052976,0.056394,0.056394,0.056394,2,0.05297592244,0.056394241,0,0.003418318557,1,2,0.5,0.3333333333,0.3333333333,0,0,2,0.02648796122
1,84,128841,43147,914418,1601745550,801329984,13,3,2,0,3,1,0,0.901359,0.322508,0.07,0.903123,0.486561,5,0.9675237196,0.9731226556,0,0.005598936,4,2,0.5,0.5,0.3333333333,0.6210758164,0.4280665338,0.3846153846,0.3490631871
1,251,771,494,22809,1515759838,253208626.7,41,6,6,0,3,6,0.076717,0.33171,0.189038,0.077767,0.33255,0.189983,12,1.13422723,1.13989723,0,0.00567,11,2,0.8571428571,0.4615384615,0.4615384615,0.2853063848,0.2837951202,0.2926829268,0.1184042042
1,32161,57411,44786,16689,1602752317,801384503,2,2,2,0,2,2,0.793242,8.173582,4.483412,3,5.97,4.485,4,8.96682375,8.97,0,0.003176250038,2,3,0.6666666667,0.4,0.4,0.41153589,0.1655518358,2,2.996616698
1,0,27085,822.60241,53,1602435479,61648818.15,6,83,26,0,39,17,0,30.2,0.970181,0,14,1.30717,109,80.525,33.9864198,0,-46.5385802,6,36,0.3095238095,0.7545454545,0.2363636364,0.9552341886,0.8196620435,18.16666667,8.81987365
1,280,42042,21161,0,0,0,1,2,1,0,2,1,0,10.584284,5.292142,1.390468,1.390468,1.390468,3,10.58428413,1.390468368,0,-9.193815757,1,3,0.3333333333,0.5,0.25,0.4999999906,0,3,4.989479386
1,927,1332653,765640.625,62086,1603040546,536199091,136,8,3,0,5,3,0.026137,4.038745,1.772455,1,8.099055,4.735185,11,14.17964233,14.20555633,0,0.025914,11,1,0.3333333333,0.6666666667,0.25,0.3524282041,0.3331585981,0.08088235294,4.270548642
1,0,155247,3858.787709,0,1601743745,6822361.119,26,179,235,0,66,27,0,270,20.448463,0.085174,248.593,15.424527,414,3660.274788,3624.763958,0,-35.51083026,25,33,1.305555556,0.4313253012,0.5662650602,0.8397330282,0.6818205489,15.92307692,51.15259376
1,0,310257,21290.52941,74479,1602914249,801494364,6,17,2,1,11,2,0,942.877058,101.718442,5,938.433932,471.716966,20,1729.213517,943.4339319,0,-785.7795849,3,15,0.1111111111,0.8095238095,0.09523809524,0.8716388501,0.4947002117,3.333333333,627.5535088
1,0,528123,20239.96552,48859,1602932820,801490839.5,8,29,2,1,23,2,0,500,49.983087,5,942.877058,473.938529,32,1449.509524,947.8770581,0,-501.6324654,3,28,0.06666666667,0.8787878788,0.06060606061,0.8464533553,0.4947250542,4,365.6932156
1,2982,4244987,930150.2,0,0,0,54,5,1,0,3,1,0,0.009755,0.002628,0.015,0.015,0.015,6,0.013139671,0.015,0,0.001860329,5,2,0.1666666667,0.7142857143,0.1428571429,0.696933944,0,0.1111111111,0.004645813669
1,0,1603384103,61671880.92,26,9381108,4690567,110,26,2,1,18,2,0,15.813659,2.117936,0.8,5.311851,3.055926,29,55.06634101,6.111851426,0,-48.95448958,17,12,0.07407407407,0.8666666667,0.06666666667,0.7722112898,0.3691067537,0.2636363636,12.20946371
1,166,60577,30371.5,0,0,0,1,2,1,0,2,1,101,102.187327,101.593664,203.188083,203.188083,203.188083,3,203.1873271,203.1880831,0,0.000756,1,3,0.3333333333,0.5,0.25,0.002921754742,0,3,82.951351
1,93,95326,5749.75,17,1603655297,267289250.7,4,32,6,0,28,3,0.17,75.071291,16.259212,0.017183,130,86.721622,38,520.2947908,520.3297348,0,0.034944,4,30,0.1818181818,0.8205128205,0.1538461538,0.4142707754,0.331917609,9.5,159.4113691
1,502,251556,80365.2,1503,1603373865,534604152.3,10,5,3,0,3,3,0,1.11,0.412,0.068915,1.01,0.692972,8,2.06,2.078915488,0,0.0189154884,4,5,0.5,0.5555555556,0.3333333333,0.6155338312,0.3017869593,0.8,0.492704411
1,0,0,0,0,15217292,21415.28499,489,0,1972,1,0,1121,0,0,0,0,33.5,0.094863,1973,0,187.0703721,0,187.0703721,110,268,1972,0,0.9989868288,0,0.870935699,4.034764826,55.74225386
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.8,0.8,0.8,1,0,0.8,0,0.8,1,1,1,0,0.5,0,0,1,0
1,0,0,0,0,1603049826,29147873.56,2,1,55,0,1,53,0.164733,0.164733,0.164733,0.003,0.0033,0.003005,56,0.164733,0.1653,0,0.000567,2,55,27.5,0.01754385965,0.9649122807,0,0.001781824891,28,0.0486023506
1,0,0,0,909,1602973982,267202378.8,3,1,6,0,1,5,1.6234,1.6234,1.6234,0.097,0.55,0.271,7,1.6234,1.626,0,0.0026,3,4,3,0.125,0.75,0,0.3021729102,2.333333333,0.594515803
1,70,8473881,855434.9,0,0,0,100,10,1,0,9,1,0.000972,26.39915,20.189536,201.91706,201.91706,201.91706,11,201.895362,201.91706,0,0.02169803939,2,10,0.09090909091,0.8333333333,0.08333333333,0.172161845,0,0.11,69.60598146
1,799,4939177,400999.1538,170,1522915493,44514949.36,1043,26,36,0,20,29,0.004605,9.99769,1.427164,0.008352,10,0.956564,62,37.10625376,34.43630465,0,-2.669949115,61,2,1.333333333,0.4126984127,0.5714285714,0.6816040128,0.7190908844,0.05944391179,1.731961595
1,41,178844,15421.16667,0,0,0,3,12,1,1,5,1,0,15.942564,2.586047,15.5,15.5,15.5,14,31.03256364,15.5,0,-15.53256364,3,11,0.07692307692,0.8,0.06666666667,0.8351393706,0,4.666666667,8.172711979
1,39,276217,47425.5,129,1601812658,133675569.9,30,6,12,0,5,9,0.199265,3.284914,1.093952,0.001,2,0.54747,18,6.563711306,6.569639344,0,0.0059280375,17,2,1.714285714,0.3157894737,0.6315789474,0.4970191194,0.5768421816,0.6,1.126179121
1,87,16238,3709.4,189,1604554603,146073842.7,27,5,11,0,4,10,0.099457,0.22926,0.154077,0.000171,0.201,0.070854,16,0.770386283,0.779395283,0,0.009009,9,7,1.833333333,0.2941176471,0.6470588235,0.1656814292,0.4961452839,0.5925925926,0.09434762145
1,51,1603272119,160337440.9,0,0,0,2,10,0,2,6,0,0,3.396797,0.43968,0,0,0,12,4.396796985,0,0,-4.396796985,2,9,0,0.7692307692,0,0.8545121471,0,6,1.245064029
1,0,0,0,8,32824547,2716183.778,566,0,18,1,0,8,0,0,0,0,0,0,19,0,0,0,0,10,5,18,0,0.9,0,0,0.03356890459,0
1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0.08,0.08,0.08,2,0,0.08,0,0.08,1,2,1,0,0.3333333333,0,0,2,0.04
1,0,0,0,0,1602944857,123429466,26,1,13,0,1,13,20.607414,20.607414,20.607414,0.016521,3.053912,1.585223,14,20.60741431,20.60789731,0,0.000483,10,5,6.5,0.06666666667,0.8666666667,0,0.3659237049,0.5384615385,6.960045268
1,47,1328,418.285714,0,0,0,1,14,1,0,13,1,8.699322,28,25.62138,358.710641,358.710641,358.710641,15,358.6993222,358.7106412,0,0.011319,1,15,0.06666666667,0.875,0.0625,0.05434492148,0,15,114.7475216
1,16,172619,10335.80851,0,1603187199,11633126.97,31,47,138,0,10,125,0,1.645653,0.193874,0,1,0.064647,185,9.112093201,8.921282202,0,-0.1908109986,17,94,2.875,0.252688172,0.7419354839,0.8060352875,0.2847823564,5.967741935,0.4785649339
1,24,189340,23792.72881,7,1597217051,12331104.71,100,118,130,0,37,83,0.007762,22.2,0.836996,0,10.4,0.754466,248,98.76548589,98.0805775,0,-0.684908395,96,11,1.092436975,0.4738955823,0.5220883534,0.7378451699,0.6466665459,2.48,8.481537297
1,0,0,0,0,0,0,2,1,1,0,1,1,0.89958,0.89958,0.89958,0.9,0.9,0.9,2,0.89958,0.9,0,0.00042,2,1,0.5,0.3333333333,0.3333333333,0,0,1,0.44979
1,27,59336,2143.410256,0,1600343860,84359816.26,30,39,19,0,8,18,0,133,9.918821,0.008485,35,3.529117,58,386.8340358,67.05322074,0,-319.7808151,30,29,0.475,0.6610169492,0.3220338983,0.8555017565,0.8853030844,1.933333333,95.37299943
1,215,1144550,342219.1765,392057,1532636484,230387440.7,995,17,7,0,11,6,0.003626,2.11468,0.679089,0.468542,5.3,1.652161,24,11.54451392,11.56512369,0,0.02060977488,24,1,0.3888888889,0.68,0.28,0.5380024019,0.4474870027,0.02412060302,1.194525668
1,38,473852,35181.44444,2209,1593466581,96021447.35,458,18,17,0,2,16,0,8.278529,1.827093,0.008,8.281889,1.882372,35,32.88766843,32.00032898,0,-0.88733945,34,2,0.8947368421,0.5,0.4722222222,0.5342561033,0.5391577517,0.07641921397,1.844246187
1,87,14776,5002,0,0,0,1,3,1,0,3,1,0.028026,0.52,0.349342,1.05,1.05,1.05,4,1.048026,1.05,0,0.001974,1,4,0.25,0.6,0.2,0.3129527061,0,4,0.4301363483
1,0,0,0,1072053,1603522073,802297063,557,1,2,0,1,2,0.003656,0.003656,0.003656,0.000024,0.005,0.002512,3,0.003655859869,0.005024223633,0,0.001368363763,3,1,1,0.25,0.5,0,0.4951589208,0.005385996409,0.002112713476
1,27,52603,11860.12,96,1603620759,39391812.02,136,25,41,0,14,29,0.008214,0.391236,0.112355,0,0.3,0.070111,66,2.808877995,2.874562035,0,0.06568404,31,9,1.576923077,0.3731343284,0.6119402985,0.434332816,0.3268963189,0.4852941176,0.5890239195
1,21646,256326,114955.6667,5,1603378629,16880469.29,8,3,95,0,1,89,0.25,1.697171,0.745724,0.000055,0.121027,0.023603,98,2.237171307,2.242309932,0,0.005138625,6,58,23.75,0.0303030303,0.9595959596,0.4312502753,0.6720410053,12.25,0.4037615733
1,14,53359389,11016495.2,0,1600603581,533539213.7,638,5,3,0,2,1,0,0.001973,0.000395,0.002356,0.008821,0.004601,8,0.001973395564,0.01380175203,0,0.01182835647,5,4,0.5,0.5555555556,0.3333333333,0.799797355,0.3122411051,0.01253918495,0.004342704667
1,286,764033,382159.5,0,0,0,9,2,1,0,2,1,0,0.05477,0.027385,0.057759,0.057759,0.057759,3,0.05477007575,0.05775937782,0,0.002989302069,3,1,0.3333333333,0.5,0.25,0.4999981742,0,0.3333333333,0.02581886131
1,0,0,0,0,0,0,1,1,1,0,1,1,0.151916,0.151916,0.151916,0.152483,0.152483,0.152483,2,0.15191572,0.15248272,0,0.0005670000306,1,2,0.5,0.3333333333,0.3333333333,0,0,2,0.07595785998
1,2234,34759,18496.5,0,1603732784,33415596.81,3,2,48,0,2,42,0.011425,0.128149,0.069787,0.0025,0.01,0.002954,50,0.139574,0.1418,0,0.002226,3,48,16,0.03921568627,0.9411764706,0.4181431812,0.1382181703,16.66666667,0.03712810732
1,36,11270268,1614469.286,1391,1607107342,803554366.5,131,7,2,0,5,2,0,0.016501,0.002357,0,0.03,0.015,9,0.016500828,0.03,0,0.013499172,2,8,0.25,0.7,0.2,0.8571064969,0.4999966667,0.06870229008,0.005185709944
1,114539,1419412,595288.6667,3122,1603713135,401283593.8,38,3,4,0,3,4,0.09769,0.19916,0.133473,0.002463,0.2,0.101328,7,0.4004194375,0.4053124375,0,0.004893,6,2,1,0.375,0.5,0.1689393912,0.3672849664,0.1842105263,0.07311011756
1,3246,53243,25176.66667,321,1604095346,534699029.7,1,3,3,0,3,2,0.03,1.838,0.896,0.6,1.09,0.896667,6,2.688,2.69,0,0.002,1,6,0.75,0.4285714286,0.4285714286,0.4484126484,0.121437409,6,0.9280840479
1,0,2437303,11273.78571,0,1601654070,1682039.09,85,378,954,1,12,720,0,121.519474,0.327268,0,2.785897,0.123569,1333,123.7072479,117.8851849,0,-5.822063053,48,124,2.517150396,0.2833583208,0.7151424288,0.997184803,0.6633556848,15.68235294,33.32572253
1,32,6521518,452932.4211,398,1604170487,802085442.5,100,19,2,0,9,1,0,698.342379,73.490542,0.1,712.3,356.2,21,1396.320301,712.4,0,-683.9203006,15,6,0.1,0.8636363636,0.09090909091,0.8720626877,0.4998596293,0.21,445.052914
1,0,2003167,79976.57692,238,1602437849,76311378.71,26,26,21,1,8,20,0,75.199392,5.78496,0,5,3.373846,48,150.4089641,70.85075765,0,-79.55820644,4,37,0.7777777778,0.5306122449,0.4285714286,0.9038348911,0.3025594316,1.846153846,36.22331618
1,3257,166087,73913.66667,0,0,0,3,3,1,0,1,1,100,100,100,300,300,300,4,300,300,0,0,2,3,0.25,0.6,0.2,0,0,1.333333333,111.8033989
1,0,800593,91453.86957,284,1592956728,94280293.41,138,23,17,0,16,17,0,25.34803,1.466257,0,1.947608,0.206921,40,33.72392082,3.517664376,0,-30.20625645,38,2,0.7083333333,0.5609756098,0.4146341463,0.9119715082,0.6779827303,0.2898550725,5.108444192
1,0,0,0,33,1604317234,320863493,1,1,5,0,1,1,0.098467,0.098467,0.098467,0.1,400,260.02,6,0.098467,1300.1,0,1300.001533,1,6,2.5,0.1428571429,0.7142857143,0,0.2460733789,6,474.0308696
1,4,1604224862,23098265.3,0,0,0,147,70,0,0,10,0,0,400,23.574492,0,0,0,70,1650.214448,0,0,-1650.214448,19,46,0,0.985915493,0,0.9198942058,0,0.4761904762,569.7734607
1,0,1325392,107942.375,909,1603479634,801740271.5,20,16,2,0,11,2,0,23.3,2.932205,0.02,0.03,0.025,18,46.91528201,0.05,0,-46.86528201,6,11,0.1176470588,0.8421052632,0.1052631579,0.8727133885,0.0999996,0.9,22.62927333
1,0,617061,39000.9,4,1602682828,114553886.2,26,30,14,0,18,6,0,7.197556,0.887612,0.009736,3.597945,1.862554,44,26.62836778,26.07575128,0,-0.552616501,24,18,0.4516129032,0.6666666667,0.3111111111,0.8405256707,0.4597906817,1.692307692,1.841723815
1,60,571156,62282.94444,155,1592684485,84353280.21,130,18,19,0,8,10,0,30,3.730871,0,32,3.383243,37,67.1556825,64.28161803,0,-2.874064472,27,6,1,0.4736842105,0.5,0.7595183402,0.7223827327,0.2846153846,6.40348691
1,0,202834,13616.89706,0,1603603876,18659646.88,24,68,86,0,47,72,0,676.267753,12.646854,0,229.998042,10.001981,154,859.9860804,860.1703641,0,0.1842836848,24,30,1.246376812,0.4387096774,0.5548387097,0.9540054721,0.787391746,6.416666667,259.1499103
1,0,6256543,1582446.75,0,1606534029,803267014.5,74,4,2,0,3,1,0,0.04593,0.011482,0.01,0.05,0.03,6,0.0459299012,0.06,0,0.0140700988,3,4,0.4,0.5714285714,0.2857142857,0.7499934684,0.3333322222,0.08108108108,0.01677397215
1,77,187,132,568,1612863106,806431837,1,2,2,0,2,1,0,0.01928,0.00964,0.00912,0.02,0.01456,4,0.01928033,0.02912,0,0.00983967,1,4,0.6666666667,0.4,0.4,0.4999948134,0.1868119038,4,0.009823378285
1,8248,63991,28167.75,271,1604340968,133699190.8,2,4,12,0,2,12,0.032,0.16,0.075622,0.009057,0.027,0.025505,16,0.30248725,0.30605725,0,0.00357,2,13,2.4,0.2352941176,0.7058823529,0.333495227,0.05373980308,8,0.09233523017
1,0,0,0,12410,1603833165,801922787.5,1,1,2,0,1,2,2.25,2.25,2.25,1,1.252815,1.126407,3,2.25,2.25281471,0,0.00281471,1,3,1,0.25,0.5,0,0.05611084801,3,0.9205326478
1,0,0,0,642,1159892,580267,14,0,2,1,0,2,0,0,0,0,0,0,3,0,0,0.08447223,-0.08447223,2,2,2,0,0.5,0,0,0.2142857143,0
1,0,0,0,32,1604472440,100287005.4,4,1,16,0,1,16,23.0708,23.0708,23.0708,0.00207,3.199086,1.31696,17,23.0708,21.07136101,0,-1.999438993,3,15,8,0.05555555556,0.8888888889,0,0.488552579,4.25,6.873274406
1,0,0,0,0,79498,4135.5,2,0,22,1,0,13,0,0,0,0,0,0,23,0,0,0,0,2,22,22,0,0.9166666667,0,-1.75E-17,11.5,0
1,0,0,0,280,6280,2891.5,1,0,4,1,0,4,0,0,0,0,0,0,5,0,0,0,0,1,5,4,0,0.6666666667,0,0,5,0
1,23,8832618,1263058,17335,1597847675,550142293.3,711,7,3,0,6,2,0,0.019706,0.003119,0.003272,0.02,0.009424,10,0.02183344726,0.0282721446,0,0.006438697339,10,1,0.375,0.6363636364,0.2727272727,0.82927632,0.3944442638,0.01406469761,0.004775935478
1,0,0,0,0,0,0,1,1,1,0,1,1,0.105234,0.105234,0.105234,0.106368,0.106368,0.106368,2,0.1052342561,0.1063682561,0,0.001134,1,2,0.5,0.3333333333,0.3333333333,0,0,2,0.05261712807
1,0,0,0,78,1789743,448369,21,0,4,1,0,3,0,0,0,0,2,0.75125,5,0,3.005,0,3.005,4,2,4,0,0.6666666667,0,0.5819466779,0.2380952381,1.357499171
1,59,5900763,796989.1111,32275,1605123321,802577798,84,9,2,1,7,2,0,58.202828,6.521225,0,0.62879,0.314395,12,58.69102536,0.62879,0,-58.06223536,8,2,0.2,0.6923076923,0.1538461538,0.8868957869,0.499999841,0.1428571429,26.70750757
1,249,1612862434,322573214.6,0,0,0,1,5,0,0,4,0,0,0.063843,0.020513,0,0,0,5,0.1025633791,0,0,-0.1025633791,1,5,0,0.8333333333,0,0.5404115344,0,5,0.03662791911
1,145,174695,42771,643,1604722995,80318964.8,33,26,20,0,4,3,0,70,7.265604,0.1,69.76,9.449196,46,188.9057028,188.983913,0,0.07821020546,33,4,0.7407407407,0.5531914894,0.4255319149,0.8580186656,0.7497551273,1.393939394,19.59222969
1,0,0,0,157,1606864365,321374815.6,1,1,5,0,1,5,60.502305,60.502305,60.502305,5,24.178631,10.100583,6,60.50230494,50.50291394,0,-9.999391,1,6,2.5,0.1428571429,0.7142857143,0,0.351132348,6,21.59946692
1,0,8080,856.5,0,1606502086,48684298.58,2,32,33,0,20,32,0,28.22,0.919049,0.005458,6.514892,0.527089,65,29.40957093,17.39394221,0,-12.01562872,2,32,1,0.4848484848,0.5,0.9642698325,0.7719135586,32.5,8.119863604
1,784,5971403,301007.9355,44,1588709397,14003363.23,359,31,115,0,26,94,0.018036,7.817997,2.708682,0.001059,12.914,0.858993,146,83.9691555,98.784164,0,14.81500849,146,1,3.59375,0.2108843537,0.7823129252,0.4209358718,0.6831994938,0.4066852368,8.641183661
1,0,0,0,429,1606175473,401581433.3,81,1,4,0,1,3,16.008547,16.008547,16.008547,0.001943,13,4.002929,5,16.00854659,16.01171759,0,0.003171000031,3,3,2,0.1666666667,0.6666666667,0,0.6555260978,0.06172839506,6.210954469
1,128,99783,22537.27273,108,1605692540,133839629.3,8,11,12,0,9,11,0,5,0.854891,0.023853,2.373228,0.785191,23,9.403799311,9.422296866,0,0.018497555,8,7,1,0.4583333333,0.5,0.7834430144,0.4723317532,2.875,1.530055572
1,0,0,0,115,74518,26891,2,0,5,1,0,3,0,0,0,0,5,1.406,6,0,7.03,0,7.03,2,5,5,0,0.7142857143,0,0.6827880026,3,2.574598674
1,69,10466,2224.2,1541,1606887504,321393941.6,2,5,5,0,5,5,0.67799,4.110175,2.433747,0.678646,4.110989,2.434556,10,12.16873504,12.17277859,0,0.00404355,2,8,0.8333333333,0.4545454545,0.4545454545,0.3166858225,0.3165866985,5,1.57037284
